freq;N2;tx_site;N4;N5;programme;country;N6;N7;N8;N9;closed;N10;N11;N12;N13;station;N14;N15;N16
6150.000;c;Yakutsk/Tulagino;RS;;;RUS;;;50.000;D;;;129e49/62n14;;;ex Radio Rossii NVK Sakha;;;
6160.000;c;Arkhangelsk/Koskovo;AR;;;RUS;;;40.000;D;08.01.14;;41e24/64n22;;;ex Radio Rossii GTRK Pomorye, closed 08.01.2014;;;
6195.000;c;Ulan-Ude/Selenginsk;BU;;;RUS;;;50.000;D;08.01.14;;106e56/52n02;;;ex Radio Rossii Buryatskaya GTRK, moved from 4795 kHz, closed 08.01.2014;;;
6312.000;;Kaliningrad;KA;;2734417;RUS;;b;;;;;20e30/54n43;;;;;;
6312.000;;Khimozi;;;2733700;RUS;;b;;;;;30e12/59n54;;;;;;
6312.000;;Makhachkala Radio;;;2734423;RUS;;b;;;;;;;;;;;
6312.000;;Sankt-Peterburg;SP;;UCW4 Sankt-Peterburg Radio;RUS;;2;;;;;30e16/59n54;;;2011 1L MMSI 2733700;;;
6314.000;;Vladivostok Radio;PM;;$13A;RUS;;b;;;;;131e54/43n08;;;Callsign: UIK;;;
6322.500;;Murmansk Radio;;;UDK2;RUS;;b;;;;;;;;CW+ARQ;;;
6393.500;;Murmansk Radio;;;UDK2;RUS;;b;;;;;;;;RTTY 50/170;;;
6445.500;;Murmansk;MU;;RBW41 Murmansk Meteo;RUS;;f;;;;;32e59/68n47;;;;;;
6510.000;u;Murmansk;MU;ru;Murmanskoye Radio;RUS;;;;;;;33e05/68n59;;;;;;
6596.000;;Krasnoyarsk;KN;;Krasnoyarsk Aero;RUS;;h;;;;;92e18/56n06;;;;;;
6596.000;;Krasnoyarsk;KN;;GS14;RUS;;b;;;;;92e18/56n06;;;HFDL ACARS ground station;;;
6617.000;;Rostov-na-Donu/Airport;RO;ru;Rostov Volmet;RUS;;u;;;;;39e49/47n15;;;;;;
6617.000;;Rostov-na-Donu/Airport;RO;;RLAP;RUS;;b;;;;;39e49/47n15;;;SSB / VOLMET;;;
6617.000;;Sankt-Peterburg/Airport;SP;ru;Sankt-Peterburg Volmet;RUS;;u;;;;;30e16/59n49;;;;;;
6617.000;;St Petersburg Volmet;;;UHD;RUS;;b;;;;;;;;SSB;;;
6693.000;c;Kol'tsovo/Airport;SV;ru;;RUS;;u;2.000;;;;60e50/56n45;;;ex Kol'tsovo Volmet;;;
6693.000;;Novosibirsk/Airport;NS;ru;UNNN Novosibirsk Volmet;RUS;;u;2.000;;;;82e40/55n01;;;;;;
6693.000;;Samara/Airport;SA;ru;RQCI Samara Volmet;RUS;;u;2.000;;;;50e20/53n14;;;;;;
6693.000;c;Syktyvkar;KO;ru;;RUS;;u;2.000;;;;50e46/61n39;;;ex UBB-2 Syktyvkar Volmet;;;
6693.000;c;Tyumen/Airport;TY;ru;;RUS;;u;2.000;;;;65e22/57n11;;;ex Tyumen Volmet;;;
6693.000;;Novosibirsk Volmet;;;NOVOSIBIRSK;RUS;;b;;;;;;;;;;;
6693.000;;Samara Volmet;;;RQCI;RUS;;b;;;;;;;;SSB;;;
6704.000;;Krasnoyarsk;KN;;Krasnoyarsk Aero;RUS;;u;;;;;92e18/56n06;;;;;;
6917.500;;Saint Petersburg;;;L;RUS;;b;;;;;;;;HF single letter beacon;;;
6998.000;;'The Buzzer';;;UVB76;RUS;;b;;;;;;;;;;;
7038.000;;UNID 7038 RA9A;;;RA9A;RUS;;b;;;;;;;;UNID - BEACON ?;;;
7038.200;;Saint Petersburg;;;L;RUS;;b;;;;;;;;HF single letter beacon;;;
7038.800;c;Kaliningrad;KA;;P;RUS;;b;;;;;20e30/54n43;;;HF single lett;;;
7038.800;;Kaliningrad;KA;;P;RUS;;b;;;;;20e30/54n43;;;HF single letter beacon;;;
7038.900;;Severomorsk;MU;;S;RUS;;b;;;;;33e25/69n04;;;HF single letter beacon;;;
7039.000;;Moscow;;;C;RUS;;b;;;;;;;;HF single letter beacon;;;
7039.000;c;Moskva (C);MV;;C;RUS;;b;;;;;37e37/55n45;;;HF single lett;;;
7039.100;c;Astrakhan;AS;;A;RUS;;b;;;;;48e03/46n21;;;HF single lett;;;
7039.100;;Astrakhan;AS;;A;RUS;;b;;;;;48e03/46n21;;;HF single letter beacon;;;
7039.200;c;Vladivostok;PM;;F;RUS;;b;;;;;131e54/43n08;;;HF single letter beacon;;;
7039.300;c;Khabarovsk;KM;;K;RUS;;b;;;;;158e39/53n01;;;HF single lett;;;
7039.300;;Petropavlovsk Kamchatskiy;;;K;RUS;;b;;;;;;;;HF single letter beacon;;;
7039.400;c;Magadan;MA;;M;RUS;;b;;;;;150e48/59n34;;;HF single lett;;;
7039.400;;Magadan;MA;;M;RUS;;b;;;;;150e48/59n34;;;HF single letter beacon;;;
7041.800;;Saint Petersburg;;;L;RUS;;b;;;;;;;;HF single letter beacon;;;
7133.000;;Kaliningrad;KA;;P;RUS;;b;;;;;20e30/54n43;;;HF single letter beacon;;;
7200.000;c;Yakutsk/Tulagino;RS;;;RUS;;;20.000;;;;129e49/62n14;;;ex Radio Rossii NVK Sakha;;;
7215.000;c;Taldom/Severnyj Radiotsentr;MO;;;RUS;;;250.000;D;;;37e37/56n45;;;ex Radio Rossii;;;
7230.000;c;Yakutsk/Tulagino;RS;;;RUS;;;50.000;D;08.01.14;;129e49/62n14;;;ex Radio Rossii NVK Sakha, moved from 7140 kHz, closed 08.01.2014;;;
7310.000;c;Taldom/Severnyj Radiotsentr;MO;;;RUS;;;;;;;37e37/56n45;;;ex Radio Rossii;;;
7320.000;c;Magadan/Arman;MA;;;RUS;;;100.000;D;08.01.14;;150e10/59n42;;;ex Radio Rossii GTRK Magadan, closed 08.01.2014;;;
7508.800;;Kaliningrad;KA;;P;RUS;;b;;;;;20e30/54n43;;;HF single letter beacon;;;
7508.900;c;Severomorsk;MU;;S;RUS;;b;;;;;33e25/69n04;;;HF single lett;;;
7509.000;;Moscow;;;C;RUS;;b;;;;;;;;;;;
7509.100;;Astrakhan;AS;;A;RUS;;b;;;;;48e03/46n21;;;HF single letter beacon;;;
7651.000;;Moscow;;;E07;RUS;;b;;;;;;;;;;;
8414.500;;Dikson;KN;;Dikson Radio;RUS;;2;;;;;80e33/73n30;;;2013 1L MMSI 2733717;;;
8414.500;;Dikson;KN;;2733717;RUS;;b;;;;;80e33/73n30;;;;;;
8414.500;;Kaliningrad;KA;;2734417;RUS;;b;;;;;20e30/54n43;;;;;;
8414.500;;Khimozi;;;2733700;RUS;;b;;;;;30e12/59n54;;;;;;
8414.500;;Khimozi;;;Saint Petersburg Radio;RUS;;2;;;;;30e12/59n54;;;2014 3L MMSI 2733700;;;
8414.500;;Makhachkala Radio;;;2734423;RUS;;b;;;;;;;;;;;
8414.500;;Murmansk;MU;;2734420;RUS;;b;;;;;32e59/68n47;;;;;;
8414.500;;Nizhniy Novgorod Radio;;;2734444;RUS;;b;;;;;;;;;;;
8414.500;;UNID 8414.5 00273;;;2734410;RUS;;b;;;;;;;;;;;
8414.500;;Yuzno Sakhalinsk Radio;;;2733733;RUS;;b;;;;;;;;;;;
8423.000;;Vladivostok Radio;PM;;UFL;RUS;;b;;;;;131e54/43n08;;;CW+ARQ;;;
8431.500;;Moscow Radio;MV;;UAT;RUS;;b;;;;;38e12/55n51;;;CW+ARQ;;;
8451.000;;Petropavlosk Radio;;;UFH;RUS;;b;;;;;;;;;;;
8454.000;;Kaliningrad;KA;;UIW;RUS;;b;;;;;20e30/54n43;;;Broadcast @ 1000 / 1600 UTCrtty 50/170;;;
8455.000;c;Arkhangelsk;AR;;RLK7;RUS;;b;;;;;40e33/64n33;;;;;;
8494.200;;Saint Petersburg;;;L;RUS;;b;;;;;;;;HF single letter beacon;;;
8494.800;c;Kaliningrad;KA;;P;RUS;;b;;;;;20e30/54n43;;;HF single letter beacon;;;
8494.900;c;Severomorsk;MU;;S;RUS;;b;;;;;33e25/69n04;;;HF single lett;;;
8494.900;;Severomorsk;MU;;S;RUS;;b;;;;;33e25/69n04;;;HF single letter beacon;;;
8495.000;;Moscow;;;C;RUS;;b;;;;;;;;HF single letter beacon;;;
8495.000;c;Moskva (C);MV;;C;RUS;;b;;;;;37e37/55n45;;;HF single lett;;;
8495.100;c;Astrakhan;AS;;A;RUS;;b;;;;;48e03/46n21;;;HF single lett;;;
8495.100;;Astrakhan;AS;;A;RUS;;b;;;;;48e03/46n21;;;HF single letter beacon;;;
8495.200;c;Vladivostok;PM;;F;RUS;;b;;;;;131e54/43n08;;;HF single letter beacon;;;
8495.400;;Magadan;MA;;M;RUS;;b;;;;;150e48/59n34;;;HF single letter beacon;;;
8497.800;;Saint Petersburg;;;L;RUS;;b;;;;;;;;HF single letter beacon;;;
8555.500;c;Kaliningrad;KA;;UIW;RUS;;b;;;;;20e30/54n43;;;;;;
8837.000;;Magadan/Airport;MA;;Magadan Aero;RUS;;u;;;;;150e55/59n37;;;RDO;;;
8861.000;;Irkutsk/Airport;IR;ru;Irkutsk Volmet;RUS;;u;;;;;104e22/52n16;;;;;;
8861.000;;Khabarovsk/Airport;KH;ru;Khabarovsk Volmet;RUS;;u;;;;;135e12/48n32;;;;;;
8861.000;;Kirensk/Airport;IR;ru;Kirensk Volmet;RUS;;u;;;;;108e04/57n46;;;;;;
8861.000;;Magadan/Airport;MA;ru;Magadan Volmet;RUS;;u;;;;;150e55/59n37;;;RRM;;;
8861.000;;Yakutsk/Airport;RS;ru;Yakutsk Volmet;RUS;;u;;;;;129e46/62n06;;;;;;
8886.000;;Krasnoyarsk;KN;;Krasnoyarsk Aero;RUS;;h;;;;;92e18/56n06;;;;;;
8886.000;;Krasnoyarsk;KN;;GS14;RUS;;b;;;;;92e18/56n06;;;HFDL ACARS ground station;;;
8888.000;c;Kol'tsovo/Airport;SV;ru;;RUS;;u;2.000;;;;60e50/56n45;;;ex Kol'tsovo Volmet;;;
8888.000;;Novosibirsk/Airport;NS;ru;UNNN Novosibirsk Volmet;RUS;;u;2.000;;;;82e40/55n01;;;;;;
8888.000;;Samara/Airport;SA;ru;RQCI Samara Volmet;RUS;;u;2.000;;;;50e20/53n14;;;;;;
8888.000;;Syktyvkar;KO;ru;UBB-2 Syktyvkar Volmet;RUS;;u;2.000;;;;50e46/61n39;;;;;;
8888.000;c;Tyumen/Airport;TY;ru;;RUS;;u;2.000;;;;65e22/57n11;;;ex Tyumen Volmet;;;
8888.000;;Novosibirsk Meteo;;;UNNN;RUS;;b;;;;;;;;;;;
8888.000;;Samara Volmet;;;RQCI;RUS;;b;;;;;;;;SSB;;;
8888.000;;Sivkar Volmet;;;UBB-2;RUS;;b;;;;;;;;;;;
8888.000;;Syktyvkar Volmet;;;UBB2;RUS;;b;;;;;;;;SSB;;;
8939.000;;Rostov-na-Donu/Airport;RO;ru;Rostov Volmet;RUS;;u;;;;;39e49/47n15;;;;;;
8939.000;;Rostov-na-Donu/Airport;RO;;RLAP;RUS;;b;;;;;39e49/47n15;;;SSB / VOLMET;;;
8939.000;;Sankt-Peterburg/Airport;SP;ru;Sankt-Peterburg Volmet;RUS;;u;;;;;30e16/59n49;;;;;;
9480.000;c;Tbilisskaya;KD;;;RUS;;;100.000;;;;40e06/45n28;;;ex Radio Rossii;;;
9765.000;c;Razdolnoye;PM;ru;;RUS;;;250.000;D;;;131e55/43n33;;;ex Radio Tikhiy Okean;;;
9850.000;;Komsomolsk-na-Amure/RV750;KH;;Radio Purga;RUS;;;;;;;136e57/50n38;;;;;;
9996.000;;Elektrougli;MO;;RWM;RUS;;;8.000;;;;38e09/55n44;;;Time signal;;;
10087.000;;Krasnoyarsk;KN;;Krasnoyarsk Aero;RUS;;h;;;;;92e18/56n06;;;;;;
10087.000;;Krasnoyarsk;KN;;GS14;RUS;;b;;;;;92e18/56n06;;;HFDL ACARS ground station;;;
10124.000;;Ekaterinburg;;;UB8CDL;RUS;;b;;;;;;;;;;;
10138.700;;Morozovsk;RO;;RV6LCY;RUS;;b;;;;;41e47/48n19;;;;;;
10308.000;;Moscow;;;C;RUS;;b;;;;;;;;HF single letter beacon;;;
10308.000;c;Moskva (C);MV;;C;RUS;;b;;;;;37e37/55n45;;;HF single lett;;;
10871.700;;Sevastopol';KR;;D;RUS;;b;;;;;33e32/44n36;;;single letter beacon;;;
10871.700;;Sevastopol';KR;;D;RUS;;b;;;;;33e32/44n36;;;single letter beacon;;;
10871.800;;Kaliningrad;KA;;P;RUS;;b;;;;;20e30/54n43;;;HF single lett;;;
10871.800;;Kaliningrad;KA;;P;RUS;;b;;;;;20e30/54n43;;;HF single letter beacon;;;
10871.900;c;Severomorsk;MU;;S;RUS;;b;;;;;33e25/69n04;;;HF single lett;;;
10871.900;;Severomorsk;MU;;S;RUS;;b;;;;;33e25/69n04;;;HF single letter beacon;;;
10872.000;c;Khabarovsk;KM;;K;RUS;;b;;;;;158e39/53n01;;;HF single letter beacon;;;
10872.000;;Moscow;;;C;RUS;;b;;;;;;;;HF single letter beacon;;;
10872.000;;Moskva (C);MV;;C;RUS;;b;;;;;37e37/55n45;;;HF single lett;;;
10872.100;;Astrakhan;AS;;A;RUS;;b;;;;;48e03/46n21;;;HF single lett;;;
10872.100;;Astrakhan;AS;;A;RUS;;b;;;;;48e03/46n21;;;HF single letter beacon;;;
10872.200;c;Vladivostok;PM;;F;RUS;;b;;;;;131e54/43n08;;;HF single letter beacon;;;
10872.400;c;Magadan;MA;;M;RUS;;b;;;;;150e48/59n34;;;HF single lett;;;
10872.400;;Magadan;MA;;M;RUS;;b;;;;;150e48/59n34;;;HF single letter beacon;;;
10872.800;;Kaliningrad;KA;;P;RUS;;b;;;;;20e30/54n43;;;HF single letter beacon;;;
11297.000;;Rostov-na-Donu/Airport;RO;ru;Rostov Volmet;RUS;;u;;;;;39e49/47n15;;;;;;
11297.000;;Rostov-na-Donu/Airport;RO;;RLAP;RUS;;b;;;;;39e49/47n15;;;SSB / VOLMET;;;
11297.000;;Sankt-Peterburg/Airport;SP;ru;Sankt-Peterburg Volmet;RUS;;u;;;;;30e16/59n49;;;;;;
11318.000;c;Kol'tsovo/Airport;SV;ru;;RUS;;u;2.000;;;;60e50/56n45;;;ex Kol'tsovo Volmet;;;
11318.000;;Novosibirsk/Airport;NS;ru;UNNN Novosibirsk Volmet;RUS;;u;2.000;;;;82e40/55n01;;;;;;
11318.000;;Samara/Airport;SA;ru;RQCI Samara Volmet;RUS;;u;2.000;;;;50e20/53n14;;;;;;
11318.000;;Syktyvkar;KO;ru;UBB-2 Syktyvkar Volmet;RUS;;u;2.000;;;;50e46/61n39;;;;;;
11318.000;c;Tyumen/Airport;TY;ru;;RUS;;u;2.000;;;;65e22/57n11;;;ex Tyumen Volmet;;;
11318.000;;Novosibirsk Meteo;;;UNNN;RUS;;b;;;;;;;;;;;
11318.000;;Samara Meteo;;;RQCI;RUS;;b;;;;;;;;;;;
11318.000;;Syktyvkar Volmet;;;UBB2;RUS;;b;;;;;;;;SSB;;;
11354.000;;Russian Naval Air Transport;;;PRIBOY;RUS;;b;;;;;;;;SSB;;;
11390.000;;Magadan/Airport;MA;;Magadan Aero;RUS;;u;;;;;150e55/59n37;;;RDO;;;
12065.000;c;Khabarovsk;KH;ru;;RUS;;;100.000;D;;;135e05/48n35;;;ex Radio Tikhiy Okean;;;
12577.000;;Astrakhan;AS;;2734419;RUS;;b;;;;;47e39/45n51;;;;;;
12577.000;;Dikson;KN;;Dikson Radio;RUS;;2;;;;;80e33/73n30;;;2014 2L MMSI 2733717;;;
12577.000;;Dikson;KN;;2733717;RUS;;b;;;;;80e33/73n30;;;;;;
12577.000;;Murmansk;MU;;2734420;RUS;;b;;;;;32e59/68n47;;;;;;
12577.000;;Nizhniy Novgorod Radio;;;2734444;RUS;;b;;;;;;;;;;;
12577.000;;Tiksi;;;Tiksi Radio;RUS;;2;;;;;128e52/71n41;;;2014 1L MMSI 2733718;;;
12577.000;;Tiksi;;;2733718;RUS;;b;;;;;128e52/71n41;;;;;;
12577.000;;UNID 12577 00273;;;2734410;RUS;;b;;;;;;;;;;;
12586.000;;Murmansk Radio;MU;;UDK2;RUS;;b;;;;;32e57/68n46;;;SITOR B 100/170;;;
12590.500;c;Moscow Radio;;;RRR34;RUS;;b;;;;;;;;;;;
12596.000;;Arkhangelsk;AR;;RLK7;RUS;;b;;;;;40e33/64n33;;;;;;
12597.500;c;Novorossiysk Radio;;;UFN;RUS;;b;;;;;;;;;;;
12599.500;;Moscow Radio;MV;;UAT;RUS;;b;;;;;38e12/55n51;;;;;;
12606.000;c;Kaliningrad;KA;;UIW;RUS;;b;;;;;20e30/54n43;;;;;;
12620.000;;Moscow Radio;MV;;UAT;RUS;;b;;;;;38e12/55n51;;;;;;
12657.500;c;Arkhangelesk Radio;;;UCE;RUS;;b;;;;;;;;CW;;;
12877.500;;Kaliningrad;KA;;UIW;RUS;;b;;;;;20e30/54n43;;;Broadcast @ 1000 / 1600 UTCrtty 50/170;;;
12942.000;c;Arkhangelsk;AR;;RLK7;RUS;;b;;;;;40e33/64n33;;;;;;
12973.000;c;Kaliningrad Radio;;;UIW;RUS;;b;;;;;;;;CW;;;
13050.000;;Murmansk Radio;;;UDK2;RUS;;b;;;;;;;;RTTY 50/170;;;
13267.000;;Irkutsk/Airport;IR;ru;Irkutsk Volmet;RUS;;u;;;;;104e22/52n16;;;;;;
13267.000;;Khabarovsk/Airport;KH;ru;Khabarovsk Volmet;RUS;;u;;;;;135e12/48n32;;;;;;
13267.000;;Kirensk/Airport;IR;ru;Kirensk Volmet;RUS;;u;;;;;108e04/57n46;;;;;;
13267.000;;Magadan/Airport;MA;ru;Magadan Volmet;RUS;;u;;;;;150e55/59n37;;;RRM;;;
13267.000;;Yakutsk/Airport;RS;ru;Yakutsk Volmet;RUS;;u;;;;;129e46/62n06;;;;;;
13321.000;;Krasnoyarsk;KN;;Krasnoyarsk Aero;RUS;;h;;;;;92e18/56n06;;;;;;
13321.000;;Krasnoyarsk;KN;;GS14;RUS;;b;;;;;92e18/56n06;;;HFDL ACARS ground station;;;
13527.800;;Kaliningrad;KA;;P;RUS;;b;;;;;20e30/54n43;;;HF single letter beacon;;;
13527.900;c;Severomorsk;MU;;S;RUS;;b;;;;;33e25/69n04;;;HF single letter beacon;;;
13528.000;;Moscow;;;C;RUS;;b;;;;;;;;HF single letter beacon;;;
13528.000;c;Moskva (C);MV;;C;RUS;;b;;;;;37e37/55n45;;;HF single lett;;;
13528.100;c;Astrakhan;AS;;A;RUS;;b;;;;;48e03/46n21;;;HF single lett;;;
13528.100;;Astrakhan;AS;;A;RUS;;b;;;;;48e03/46n21;;;HF single letter beacon;;;
13528.200;c;Vladivostok;PM;;F;RUS;;b;;;;;131e54/43n08;;;HF single letter beacon;;;
13528.400;c;Magadan;MA;;M;RUS;;b;;;;;150e48/59n34;;;HF single lett;;;
13528.400;;Magadan;MA;;M;RUS;;b;;;;;150e48/59n34;;;HF single letter beacon;;;
13665.000;c;Taldom/Severnyj Radiotsentr;MO;;;RUS;;;250.000;D;;;37e37/56n45;;;ex Radio Rossii;;;
14095.000;;;;;RN3RHO;RUS;;b;0.000;;;;;;;;;;
14095.000;;Yessentuki;;;RN6HI/B;RUS;;b;;;;;42e52/44n04;;;;;;
14096.500;;Yessentuki;;;RN6HI;RUS;;b;;;;;42e52/44n04;;;2013 1L;;;
14100.000;;Novosibirsk;;;RR9O;RUS;;b;0.100;;;;82e52/54n59;;;100,10,1,0.1w NCDXF/IARU Vertical;;;
14996.000;;Elektrougli;MO;;RWM;RUS;;;8.000;;;;38e09/55n44;;;Time signal;;;
15325.000;;Komsomolsk-na-Amure/RV750;KH;;Radio Purga;RUS;;;;;;;136e57/50n38;;;;;;
15586.000;;Black Sea Fleet HQ, Sevastop;;;RCV;RUS;;b;;;;;;;;CW;;;
15735.000;;Komsomolsk-na-Amure/RV750;KH;;Radio Purga;RUS;;;;;;;136e57/50n38;;;;;;
16331.800;;Kaliningrad;KA;;P;RUS;;b;;;;;20e30/54n43;;;HF single lett;;;
16331.800;;Kaliningrad;KA;;P;RUS;;b;;;;;20e30/54n43;;;HF single letter beacon;;;
16331.900;c;Severomorsk;MU;;S;RUS;;b;;;;;33e25/69n04;;;HF single lett;;;
16331.900;;Severomorsk;MU;;S;RUS;;b;;;;;33e25/69n04;;;HF single letter beacon;;;
16332.000;;Moscow;;;C;RUS;;b;;;;;;;;HF single letter beacon;;;
16332.000;;Moskva (C);MV;;C;RUS;;b;;;;;37e37/55n45;;;HF single lett;;;
16332.100;c;Astrakhan;AS;;A;RUS;;b;;;;;48e03/46n21;;;HF single lett;;;
16332.100;;Astrakhan;AS;;A;RUS;;b;;;;;48e03/46n21;;;HF single letter beacon;;;
16332.200;;Vladivostok;;;F;RUS;;b;;;;;;;;HF Single Letter Beacon;;;
16332.300;;Khabarovsk;KH;;K;RUS;;b;;;;93;135e06/48n30;;;HF Single Letter Beacon;;;
16332.400;c;Magadan;MA;;M;RUS;;b;;;;;150e48/59n34;;;HF single lett;;;
16332.400;;Magadan;MA;;M;RUS;;b;;;;;150e48/59n34;;;HF single letter beacon;;;
16804.500;;Dolgorukovo;KA;;2734417;RUS;;b;;;;;20e42/54n44;;;;;;
16804.500;;Kaliningrad;KA;;UIW Kaliningrad Radio;RUS;;2;;;;;20e30/54n43;;;2011 1L MMSI 2734417;;;
16804.500;;Khimozi;;;2733700;RUS;;b;;;;;30e12/59n54;;;;;;
16804.500;;Nizhniy Novgorod Radio;;;2734444;RUS;;b;;;;;;;;;;;
16904.000;c;Murmansk;MU;;UDK2;RUS;;b;;;;;33e05/68n58;;;CW+ARQ;;;
16927.000;;Kaliningrad;KA;;UIW;RUS;;b;;;;;20e30/54n43;;;Broadcast @ 1000 / 1600 UTCrtty 50/170;;;
17302.000;i;Murmansk;MU;ru;Murmanskoye Radio;RUS;;;10.000;;;;33e05/68n59;;;;;;
17912.000;;Krasnoyarsk;KN;;Krasnoyarsk Aero;RUS;;h;;;;;92e18/56n06;;;;;;
17912.000;;Krasnoyarsk;KN;;GS14;RUS;;b;;;;;92e18/56n06;;;HFDL ACARS ground station;;;
18110.000;;Novosibirsk;;;RR9O;RUS;;b;0.100;;;;82e52/54n59;;;100,10,1,0.1w NCDXF/IARU Vertical;;;
20047.000;;Astrakhan;AS;;A;RUS;;b;;;;;48e03/46n21;;;Approx Freq.;;;
20047.800;c;Kaliningrad;KA;;P;RUS;;b;;;;;20e30/54n43;;;HF single lett;;;
20047.800;;Kaliningrad;KA;;P;RUS;;b;;;;;20e30/54n43;;;HF single letter beacon;;;
20047.900;c;Severomorsk;MU;;S;RUS;;b;;;;;33e25/69n04;;;HF single lett;;;
20047.900;;Severomorsk;MU;;S;RUS;;b;;;;;33e25/69n04;;;HF single letter beacon;;;
20048.000;;Moscow;;;C;RUS;;b;;;;;;;;HF single letter beacon;;;
20048.000;c;Moskva (C);MV;;C;RUS;;b;;;;;37e37/55n45;;;HF single lett;;;
21150.000;;Novosibirsk;;;RR9O;RUS;;b;0.100;;;;82e52/54n59;;;100,10,1,0.1w NCDXF/IARU Vertical;;;
21159.000;;Novosibirsk;;;RR9O;RUS;;b;;;;;82e52/54n58;;;2014 3L;;;
21990.000;;Krasnoyarsk;KN;;Krasnoyarsk Aero;RUS;;h;;;;;92e18/56n06;;;;;;
21990.000;;Krasnoyarsk;KN;;GS14;RUS;;b;;;;;92e18/56n06;;;HFDL ACARS ground station;;;
24930.000;;Novosibirsk;;;RR9O;RUS;;b;0.100;;;;82e52/54n59;;;100,10,1,0.1w NCDXF/IARU Vertical;;;
25900.000;c;Moskva;MV;ru;;RUS;;;0.400;;;;37e38/55n50;;;ex Radio Zelenyj Glaz;;;
28185.000;;Moscow;MV;;RX3ALL;RUS;;b;;;;;37e32/55n39;;;2011 2L;;;
28200.000;;Novosibirsk;;;RR9O;RUS;;b;0.100;;;;82e52/54n59;;;100,10,1,0.1w NCDXF/IARU Vertical;;;
28217.500;c;Russia?;;;ER1BEACON;RUS;;b;;;;;;;;;;;
28241.000;c;St Petersburg;;;RZ1AWR;RUS;;b;0.010;;;;;;;Dipole;;;
28265.000;c;Kaluga;KL;;RK3XWA;RUS;;b;0.003;;;;36e17/54n31;;;2014 22L;;;
28302.000;c;Kirov;;;UA4NM;RUS;;b;;;;;;;;2w Ground Plane;;;
;;;;;;;;;;;;;;;;;;;
17.200;;Grimeton;ha;;SAQ;S;;b;200.000;;;;12e23/57n06;;;On Sunday September 25th 2005 there;;;
38.000;;Ruda;ka;;SRC/SHR;S;;b;;;;;16e09/57n07;;;MSK 50BD,160HZ / CW;;;
40.400;;Swedish Navy, Grimeton;ha;;SRC;S;;b;;;;;12e14/57n07;;;MSK 200/79;;;
42.500;;Swedish Navy Varberg ?;;;SRC;S;;b;;;;;;;;MSK 200/79;;;
42.550;;UNID 42.55 SAS2;;;SAS2;S;;b;;;;;;;;;;;
42.600;;Swedish Navy, Grimeton;ha;;SAS2;S;;b;;;;;12e14/57n07;;;;;;
44.200;;Karlsborg;vg;;SRC;S;;b;;;;;14e28/58n29;;;ex SRC, tx dismantled;;;
136.000;c;Kinna;;;SM6BGP;S;;b;;;;;12e42/57n26;;;2012 1L;;;
137.500;;;;;SM2DJK;S;;b;;;;;20e02/63n51;;;2013 1L;;;
276.000;c;Vasteras / Hasslo;;;RD;S;;b;;;;;;;;INACTIVE;;;
285.000;;Linkoping / Malmen;;;LCF;S;;b;0.025;;;;15e27/58n21;;;403Hz ID+3 gap;;;
285.000;c;Linkoping / Malmen;;;LC;S;;b;;;;;;;;INACTIVE;;;
286.500;c;Almagrundet;;;AL;S;;b;;;;;;;;INACTIVE;;;
288.500;;Otterbacken;;;DGPS#470;S;;b;;;;;14e07/58n51;;;"DGPS; Ref ID: 738; 100 bps";;;
289.000;;Jarnas;;;DGPS#462;S;;b;;;;;19e37/63n29;;;"DGPS; Ref ID: 724; 100bps";;;
289.500;c;Landsort;;;LO;S;;b;;;;;;;;INACTIVE;;;
290.500;c;Hallo;;;LL;S;;b;;;;;;;;INACTIVE;;;
290.500;c;Visby;;;VY;S;;b;;;;;18e22/57n44;;;INACTIVE;;;
291.900;c;Sydostbrotten;;;VG;S;;b;;;;;;;;INACTIVE;;;
292.000;;Holmsjo;;;DGPS#460;S;;b;;;;;15e37/56n26;;;"DGPS; Ref ID: 720; 100bps";;;
293.000;;Kullen High Lt;;;DGPS#466;S;;b;;;;;12e27/56n19;;;"DGPS; Ref ID: 732; 100 bps";;;
294.200;c;Fladen LH;;;FL;S;;b;;;;;;;;INACTIVE;;;
294.200;c;Gustaf Dahlen LH;;;GD;S;;b;;;;;;;;INACTIVE;;;
294.200;c;Kungsgrundet LH;;;KT;S;;b;;;;;;;;INACTIVE;;;
294.200;c;Landsort Syd LH;;;LO;S;;b;;;;;;;;INACTIVE;;;
295.000;c;Ludvika;;;LH;S;;b;;;;;15e07/60n09;;;INACTIVE;;;
296.500;;Gothenburg;;;DGPS#469;S;;b;;;;;11e57/57n36;;;"DGPS; Ref ID: 736; 100bps";;;
297.500;;Hoburg;;;DGPS#465;S;;b;;;;;18e07/56n56;;;"DGPS; Ref ID: 730; 100 bps";;;
298.000;;Nynashamn;;;DGPS#468;S;;b;;;;;17e57/58n56;;;"U8 DGPS; Ref ID: 734; 100bps";;;
298.800;c;Hoburgen LH;;;OB;S;;b;;;;;;;;INACTIVE;;;
298.800;c;Olands Norra Udde LH;;;NO;S;;b;;;;;;;;INACTIVE;;;
298.800;c;Olands Sodra Grund LH;;;"&Ouml;G";S;;b;;;;;;;;INACTIVE;;;
298.800;c;Utklippan Main LH;;;UK;S;;b;;;;;;;;INACTIVE;;;
299.500;;Skutskar;;;DGPS#463;S;;b;;;;;17e27/60n36;;;"DGPS; Ref ID: 726; 100 bps";;;
